URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,79.0,24.0,0.5339805825242718,0.10208126858275521,23.6125,70.08999470619375,37.4809978824775,19.732558139534884,1009.0,1009.0,1.659398939304655,2.0,5.753093694755451,23.6125,70.08999470619375,37.4809978824775
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,41.0,13.0,0.5185185185185185,0.1588235294117647,28.0,75.14285714285714,41.25714285714286,24.73076923076923,340.0,340.0,1.7667185069984448,3.0,5.668740279937792,28.0,75.14285714285714,41.25714285714286
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,22.0,27.0,-0.10204081632653061,0.0805921052631579,18.130434782608695,68.18545163868906,34.5263545685191,14.813333333333333,605.0,608.0,1.6678667866786678,3.0,5.502250225022502,18.130434782608695,68.18545163868906,34.5263545685191
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,36.0,27.0,0.14285714285714285,0.08548168249660787,23.433333333333334,70.1280227596017,37.42454243717402,21.0,737.0,737.0,1.6873015873015873,6.0,5.693650793650794,23.433333333333334,70.1280227596017,37.42454243717402
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,36.0,27.0,0.14285714285714285,0.08548168249660787,23.433333333333334,70.1280227596017,37.42454243717402,21.0,737.0,737.0,1.6873015873015873,6.0,5.693650793650794,23.433333333333334,70.1280227596017,37.42454243717402
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,43.0,10.0,0.6226415094339622,0.08018154311649017,20.253968253968253,69.74921630094045,36.00127382196348,17.09090909090909,650.0,661.0,1.7375886524822697,3.0,5.702127659574468,20.253968253968253,69.74921630094045,36.00127382196348
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,36.0,10.0,0.5652173913043478,0.07590759075907591,27.77777777777778,68.96,38.69511111111112,21.352941176470587,604.0,606.0,1.7511478420569329,1.0,5.804407713498622,27.77777777777778,68.96,38.69511111111112
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,59.0,6.0,0.8153846153846154,0.06907545164718384,20.642105263157895,73.22794492605813,37.54802007568641,17.84536082474227,940.0,941.0,1.6712882726747544,4.0,5.470248411322935,20.642105263157895,73.22794492605813,37.54802007568641
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,11.0,-0.0,1.0,0.03914590747330961,25.4,80.31496062992126,42.2859842519685,21.46153846153846,281.0,281.0,1.618279569892473,1.0,5.268817204301075,25.4,80.31496062992126,42.2859842519685
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,23.0,44.0,-0.31343283582089554,0.1072,24.12,73.54892205638475,39.06756882255391,20.28846153846154,621.0,625.0,1.790521327014218,6.0,5.792417061611374,24.12,73.54892205638475,39.06756882255391
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,15.0,9.0,0.25,0.10300429184549356,18.74074074074074,77.66798418972331,38.56348997218562,15.586206896551724,233.0,233.0,1.646017699115044,4.0,5.29646017699115,18.74074074074074,77.66798418972331,38.56348997218562
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,33.0,14.0,0.40425531914893614,0.06225165562913907,24.421875,73.57645553422904,39.19933221369162,21.646153846153847,752.0,755.0,1.5991471215351811,6.0,5.17910447761194,24.421875,73.57645553422904,39.19933221369162
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,24.0,3.0,0.7777777777777778,0.08157099697885196,31.952380952380953,67.80923994038747,39.90464835710737,23.64,326.0,331.0,1.7055837563451777,1.0,5.56175972927242,31.952380952380953,67.80923994038747,39.90464835710737
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,20.0,9.0,0.3793103448275862,0.05225225225225225,46.23076923076923,70.38269550748753,46.64538589530271,25.902439024390244,543.0,555.0,1.5348399246704332,4.0,5.016949152542373,46.23076923076923,70.38269550748753,46.64538589530271
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,26.0,14.0,0.3,0.07590132827324478,25.634146341463413,70.40913415794482,38.4173121997633,18.24,519.0,527.0,1.6929824561403508,1.0,5.514254385964913,25.634146341463413,70.40913415794482,38.4173121997633
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,29.0,24.0,0.09433962264150944,0.07840236686390532,28.547169811320753,76.1401189689359,41.87491551210266,24.25,671.0,676.0,1.4992636229749632,19.0,4.844624447717231,28.547169811320753,76.1401189689359,41.87491551210266
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,35.0,26.0,0.14754098360655737,0.10149750415973377,33.12820512820513,70.3560371517028,41.393696911963175,24.106382978723403,598.0,601.0,1.649602824360106,5.0,5.5789938217122685,33.12820512820513,70.3560371517028,41.393696911963175
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,66.0,33.0,0.3333333333333333,0.08792184724689166,26.88157894736842,69.40773372491435,38.51572506891311,23.28205128205128,1091.0,1126.0,1.7879955947136563,0.0,5.838656387665198,26.88157894736842,69.40773372491435,38.51572506891311
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,59.0,38.0,0.21649484536082475,0.12847682119205298,21.0125,73.05175490779298,37.625701963117194,20.338028169014084,729.0,755.0,1.5394736842105263,6.0,5.070637119113574,21.0125,73.05175490779298,37.625701963117194
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,68.0,35.0,0.32038834951456313,0.10248756218905472,22.95294117647059,74.57713992824193,39.01203244188501,20.08139534883721,989.0,1005.0,1.7556456282570931,2.0,5.577880718008107,22.95294117647059,74.57713992824193,39.01203244188501
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,59.0,24.0,0.42168674698795183,0.09464082098061574,19.73913043478261,76.431718061674,38.46833939858265,19.416666666666668,838.0,877.0,1.553648068669528,17.0,4.982832618025751,19.73913043478261,76.431718061674,38.46833939858265
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,51.0,22.0,0.3972602739726027,0.07866379310344827,25.662337662337663,72.36842105263158,39.2123034859877,21.134146341463413,921.0,928.0,1.6353144835545297,11.0,5.278130409694172,25.662337662337663,72.36842105263158,39.2123034859877
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,45.0,23.0,0.3235294117647059,0.10179640718562874,26.125,73.00068352699932,39.650273410799734,22.767857142857142,657.0,668.0,1.5976470588235294,14.0,5.203137254901961,26.125,73.00068352699932,39.650273410799734
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,28.0,12.0,0.4,0.09592326139088729,19.6,69.38775510204081,35.59510204081632,16.361702127659573,412.0,417.0,1.6527958387516255,7.0,5.336801040312094,19.6,69.38775510204081,35.59510204081632
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,,,,
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,40.0,13.0,0.5094339622641509,0.13283208020050125,23.38888888888889,74.82185273159145,39.28429664819214,20.027027027027028,397.0,399.0,1.54251012145749,0.0,5.082321187584346,23.38888888888889,74.82185273159145,39.28429664819214
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,67.0,40.0,0.2523364485981308,0.09168808911739502,30.333333333333332,74.96947496947497,42.12112332112332,25.183908045977013,1120.0,1167.0,1.6125057051574625,7.0,5.095846645367412,30.333333333333332,74.96947496947497,42.12112332112332
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47.0,60.0,-0.12149532710280374,0.1007532956685499,25.27777777777778,68.65934065934066,37.57484737484738,18.594059405940595,1060.0,1062.0,1.6331203407880723,0.0,5.388178913738019,25.27777777777778,68.65934065934066,37.57484737484738
